provider_id,N_P_D_S_T_C,R_D_S_T_C,L_E_D_S_T_C,H_E_D_S_T_C,N_P_C_L,R_C_L,L_E_C_L,H_E_C_L,N_P_B_C,R_B_C
230104,206,131.69,99.1,164.28,12973,0.15,0,0.4,4639,2.75
150048,137,107.76,71.74,143.78,10556,0.38,0.13,0.63,2522,4.47
161311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
390101,30,120.76,71.58,169.94,4224,0.3,0,0.65,891,4.48
351318,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50744,7,Not Available,Not Available,Not Available,744,0.3,0,0.71,217,5.87
330386,28,89.62,42.07,137.17,3477,0.23,0,0.58,448,3.74
50026,167,127.05,94.24,159.86,14031,0.41,0.16,0.66,3855,3.36
230259,20,Not Available,Not Available,Not Available,2341,0.28,0,0.67,995,2.16
290009,88,116.14,76.94,155.34,6246,0.55,0.26,0.84,2249,2.41
450092,43,109.85,66.26,153.44,3391,0.24,0,0.61,482,2.51
280081,76,113.26,70,156.52,5757,0.25,0,0.56,1566,3.83
241353,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
330221,52,125.45,80.94,169.96,8941,0.38,0.09,0.67,1354,6.31
670076,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,19,Not Available
390042,84,123.69,82.77,164.61,10077,0.25,0,0.5,2658,3.44
151330,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
191316,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
150173,110,114.46,78,150.92,6410,0.24,0,0.55,1776,1.73
340015,114,92.6,52.5,132.7,6721,0.3,0,0.61,1609,7.56
340133,13,Not Available,Not Available,Not Available,2599,0.29,0,0.7,217,4.84
100062,237,84.24,56.23,112.25,20522,0.43,0.23,0.63,7435,3.42
53309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440185,69,117.03,73.95,160.11,8722,0.34,0.03,0.65,1230,3.98
390117,7,Not Available,Not Available,Not Available,1117,0.51,0.1,0.92,221,4.6
220011,28,96.77,47.2,146.34,6615,0.33,0,0.66,697,3.46
281316,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
131311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100009,285,139.51,111.46,167.56,16566,0.49,0.27,0.71,4999,8.41
50276,11,Not Available,Not Available,Not Available,1790,0.3,0,0.71,245,3.04
230070,290,119.3,93.15,145.45,22376,0.19,0,0.39,6541,5.1
50717,6,Not Available,Not Available,Not Available,420,0.33,0,0.76,168,4.72
521348,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
420018,176,96.34,62,130.68,14852,0.57,0.35,0.79,5310,5.16
250069,87,134.05,91.01,177.09,4551,0.56,0.23,0.89,1661,7.27
521322,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
140217,99,93.02,53.94,132.1,6275,0.17,0,0.48,1362,3.56
110205,6,Not Available,Not Available,Not Available,802,0.31,0,0.72,111,5.11
230101,14,Not Available,Not Available,Not Available,2130,0.3,0,0.71,286,3.94
501326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
05128F,,,,,,,,,,
371330,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
110006,39,97.07,50.64,143.5,5277,0.31,0,0.62,2278,2.13
490020,23,Not Available,Not Available,Not Available,4003,0.24,0,0.61,368,4.34
201310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
460043,Not Available,Not Available,Not Available,Not Available,13,Not Available,Not Available,Not Available,8,Not Available
180050,6,Not Available,Not Available,Not Available,3852,0.26,0,0.63,230,4.66
150074,101,116.63,78.74,154.52,9539,0.21,0,0.5,1809,1.98
371310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
370089,67,110.66,65.78,155.54,3414,0.22,0,0.57,1038,3.75
521311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
131328,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
361324,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
180013,123,144.21,106.34,182.08,13481,0.3,0.05,0.55,3847,4.45
50046,3,Not Available,Not Available,Not Available,678,0.3,0,0.71,105,5.25
160112,29,123.91,73.85,173.97,2648,0.28,0,0.67,1009,2.41
300003,384,140.19,117.67,162.71,13835,0.53,0.31,0.75,7153,5.93
390090,33,126.54,77.03,176.05,4271,0.54,0.21,0.87,1265,1.66
670073,4,Not Available,Not Available,Not Available,127,0.34,0,0.77,124,3.96
170133,7,Not Available,Not Available,Not Available,1486,0.31,0,0.72,160,3.8
251305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
140015,145,96.15,61.56,130.74,11572,0.25,0,0.54,2710,2.93
420068,72,135.31,95.42,175.2,7247,0.31,0.02,0.6,1107,6.09
220101,70,86.87,45.44,128.3,10238,0.16,0,0.45,2620,3.12
281305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
220020,45,104.03,58.77,149.29,5946,0.28,0,0.61,719,4.77
50017,245,113.25,84.16,142.34,10567,0.55,0.33,0.77,5504,3.85
161326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
501309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
140029,123,93.62,54.89,132.35,6779,0.25,0,0.56,2197,7.72
450688,36,101.35,55.45,147.25,4594,0.37,0.06,0.68,775,3.62
471306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
61307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
140135,126,93.38,56.39,130.37,11617,0.25,0,0.5,3569,4.81
171325,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
391312,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
521331,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450051,169,132.73,99.7,165.76,11090,0.73,0.48,0.98,4295,4.43
101312,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
420067,48,118.03,69.05,167.01,6567,0.37,0.06,0.68,1754,6.71
260061,11,Not Available,Not Available,Not Available,988,0.32,0,0.75,148,5.02
230096,9,Not Available,Not Available,Not Available,1524,0.29,0,0.7,281,3.32
52004F,,,,,,,,,,
490033,14,Not Available,Not Available,Not Available,1818,0.3,0,0.71,170,3.47
461307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
341308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450834,3,Not Available,Not Available,Not Available,359,0.34,0,0.77,311,4.44
50434,Not Available,Not Available,Not Available,Not Available,816,0.33,0,0.76,29,4.53
50100,171,120.82,88.09,153.55,9325,0.51,0.22,0.8,3555,5.26
140164,134,100.81,66.49,135.13,7180,0.2,0,0.49,2986,1.67
400103,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
230277,64,114.64,70.99,158.29,6966,0.32,0.03,0.61,1723,3.81
223302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50763,5,Not Available,Not Available,Not Available,3362,0.25,0,0.62,100,5.37
50036,104,147.21,110.13,184.29,7223,0.22,0,0.51,2511,1.45
450270,Not Available,Not Available,Not Available,Not Available,1195,0.33,0,0.76,9,Not Available
141313,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450324,86,128.38,86.63,170.13,7012,0.38,0.09,0.67,2199,5.49
490112,321,117.52,91.31,143.73,18670,0.14,0,0.36,6126,5.72
420015,38,83.48,37.56,129.4,3300,0.23,0,0.58,505,3.93
341326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
500015,61,123.57,79.29,167.85,4679,0.3,0,0.65,787,4.46
310038,379,128.68,104.49,152.87,20446,0.48,0.3,0.66,7514,6.72
490094,3,Not Available,Not Available,Not Available,1628,0.3,0,0.71,41,4.39
450804,21,Not Available,Not Available,Not Available,2093,0.3,0,0.71,2037,3.03
670079,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
61323,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
390036,112,98.36,60.94,135.78,10984,0.29,0.04,0.54,3146,6.6
371311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450211,116,113.69,75.72,151.66,7365,0.22,0,0.53,1744,5.06
521356,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
181306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
90005,79,83.76,41.91,125.61,7263,0.28,0,0.57,2888,4.88
431300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
190005,40,125.88,79.62,172.14,2030,0.56,0.17,0.95,574,5.44
291309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
230146,164,74.07,43.26,104.88,16514,0.14,0,0.38,2952,8.8
331307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
670012,18,Not Available,Not Available,Not Available,1495,0.31,0,0.72,1438,2.11
151335,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340085,26,88.73,39.63,137.83,1707,0.28,0,0.67,232,6.24
241340,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
300017,31,124.8,77.58,172.02,3104,0.24,0,0.61,465,5.17
670064,Not Available,Not Available,Not Available,Not Available,43,0.35,0,0.78,Not Available,Not Available
161300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450231,407,81.84,58.99,104.69,14709,0.41,0.19,0.63,5556,3.76
241326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
310016,50,111.98,65.74,158.22,7099,0.45,0.12,0.78,1125,6.01
50739,122,92.26,59.45,125.07,13793,0.11,0,0.33,2193,1.63
14008F,,,,,,,,,,
240106,255,106.88,78.58,135.18,15923,0.36,0.12,0.6,4736,5.21
450591,4,Not Available,Not Available,Not Available,1310,0.3,0,0.71,331,3.22
270049,166,99.17,62.03,136.31,8790,0.58,0.31,0.85,4265,3.16
250127,,,,,,,,,,
50425,202,92.4,64.1,120.7,14652,0.14,0,0.38,4428,1.93
41318,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100026,189,134.15,104.04,164.26,15739,0.33,0.11,0.55,3863,2.8
111325,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
521342,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
511309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
361309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
