provider_id,N_P_D_S_T_C,R_D_S_T_C,L_E_D_S_T_C,H_E_D_S_T_C,N_P_C_L,R_C_L,L_E_C_L,H_E_C_L,N_P_B_C,R_B_C
220135,64,88.72,45.66,131.78,7015,0.29,0,0.6,1521,2.75
22010F,,,,,,,,,,
220073,50,136.22,89.79,182.65,7541,0.34,0.03,0.65,1051,5.04
220033,81,75.76,34.68,116.84,11652,0.35,0.06,0.64,1851,3.7
220126,50,124.18,79.12,169.24,10027,0.21,0,0.5,1298,3.31
220017,20,Not Available,Not Available,Not Available,5568,0.29,0,0.64,776,2.21
220090,57,99.89,56.61,143.17,8045,0.23,0,0.54,1122,2.59
220046,101,137.14,101.19,173.09,9503,0.47,0.22,0.72,2411,3.56
220062,Not Available,Not Available,Not Available,Not Available,6130,0.2,0,0.53,Not Available,Not Available
220171,351,119.45,94.6,144.3,19529,0.48,0.28,0.68,7382,5.67
22001F,,,,,,,,,,
220174,20,Not Available,Not Available,Not Available,4040,0.24,0,0.61,458,3.58
220067,30,116.31,67.94,164.68,4682,0.29,0,0.64,736,3.87
220029,29,115.18,67.38,162.98,5942,0.41,0.08,0.74,711,4.19
220060,49,119.35,74.17,164.53,10394,0.32,0.03,0.61,1860,4.9
220015,62,98.6,55.54,141.66,6349,0.3,0,0.61,1072,4.5
220016,22,Not Available,Not Available,Not Available,3086,0.26,0,0.65,377,4.15
220019,10,Not Available,Not Available,Not Available,2696,0.29,0,0.7,265,5.36
221303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
220084,32,90.79,42.81,138.77,4793,0.37,0.02,0.72,890,3.38
220080,32,120.48,72.85,168.11,7825,0.6,0.29,0.91,1357,3.01
220010,65,103.92,62,145.84,8214,0.44,0.15,0.73,1222,3.16
220036,110,97.71,60.84,134.58,9074,0.43,0.16,0.7,2746,3.53
220012,107,116.25,78.93,153.57,17073,0.17,0,0.41,4621,2.26
220030,11,Not Available,Not Available,Not Available,3365,0.3,0,0.65,195,5.8
220071,755,98.7,82.14,115.26,31516,0.57,0.39,0.75,13873,4.52
220050,Not Available,Not Available,Not Available,Not Available,1140,0.31,0,0.72,76,3.87
220110,693,108.39,90.24,126.54,24584,0.44,0.26,0.62,12910,6.7
220058,Not Available,Not Available,Not Available,Not Available,806,0.33,0,0.76,15,Not Available
220095,Not Available,Not Available,Not Available,Not Available,362,0.33,0,0.76,75,4.22
220075,8,Not Available,Not Available,Not Available,815,0.31,0,0.72,618,2.71
220175,62,95.88,54.8,136.96,11697,0.27,0,0.54,1885,3.32
220049,12,Not Available,Not Available,Not Available,3615,0.32,0,0.69,465,4.41
210022,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210037,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210045,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210039,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
21020F,,,,,,,,,,
210033,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210028,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210017,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210034,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210057,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210008,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210040,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210054,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210032,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210011,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210035,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210013,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210002,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210055,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210006,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210023,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210038,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210051,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210058,,,,,,,,,,
210048,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210027,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210019,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210043,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210007,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210024,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210012,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210009,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210005,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210049,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210001,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210056,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210003,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210030,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210061,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210004,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210029,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210060,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210018,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210044,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
201308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
201315,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
200033,263,133.86,107.5,160.22,15719,0.3,0.08,0.52,6130,3.02
200024,97,104.83,66.12,143.54,7532,0.3,0.01,0.59,2532,1.84
200034,38,101.81,54.06,149.56,3555,0.49,0.12,0.86,1126,3.79
200040,13,Not Available,Not Available,Not Available,2346,0.3,0,0.71,230,3.26
200031,7,Not Available,Not Available,Not Available,1883,0.39,0,0.8,188,3.37
200018,17,Not Available,Not Available,Not Available,2281,0.35,0,0.74,487,3.86
201310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
200021,18,Not Available,Not Available,Not Available,3823,0.23,0,0.58,550,3.04
200019,39,99.05,51.99,146.11,4840,0.38,0.03,0.73,942,2.25
201307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
201301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
200039,73,123.75,82.35,165.15,9421,0.29,0,0.6,1787,2.8
20003F,,,,,,,,,,
200025,4,Not Available,Not Available,Not Available,1329,0.51,0.1,0.92,161,3.62
201304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
201311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
200063,19,Not Available,Not Available,Not Available,3957,0.23,0,0.58,605,5.32
200037,10,Not Available,Not Available,Not Available,2331,0.39,0,0.8,337,2.48
201300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
201312,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
200009,416,142.89,120.55,165.23,21852,0.54,0.34,0.74,10648,4.13
200008,45,92.82,45.92,139.72,6120,0.19,0,0.52,1715,2.76
201314,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
200050,15,Not Available,Not Available,Not Available,2652,0.26,0,0.63,628,3.02
200002,4,Not Available,Not Available,Not Available,1680,0.31,0,0.72,270,5.85
201305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
200020,22,Not Available,Not Available,Not Available,3868,0.38,0.03,0.73,907,3.81
201303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
201309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
201306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
200041,8,Not Available,Not Available,Not Available,1302,0.31,0,0.72,289,4.04
201302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
200001,33,112.27,65.17,159.37,4736,0.19,0,0.52,1071,4.53
200052,7,Not Available,Not Available,Not Available,1389,0.3,0,0.71,111,4.17
201313,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
23005F,,,,,,,,,,
231313,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
230085,5,Not Available,Not Available,Not Available,731,0.33,0,0.76,123,5.21
230141,293,99.98,71.91,128.05,20646,0.32,0.12,0.52,5336,5.86
230156,367,105.5,80.94,130.06,25571,0.29,0.09,0.49,8478,5.22
230089,121,104.87,66.51,143.23,10783,0.19,0,0.46,2574,9.24
230222,87,82.81,43.39,122.23,9533,0.56,0.29,0.83,3750,3.04
231331,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
231335,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
230167,134,109.13,70.34,147.92,14069,0.3,0.06,0.54,4832,4.71
230100,15,Not Available,Not Available,Not Available,2046,0.29,0,0.7,413,5.38
230015,6,Not Available,Not Available,Not Available,1386,0.31,0,0.72,183,5.72
230036,47,98.5,51.56,145.44,4699,0.27,0,0.6,1331,1.56
230095,26,120.54,68.66,172.42,2976,0.35,0,0.72,650,4.33
23037F,,,,,,,,,,
230031,39,110.82,62.15,159.49,4591,0.31,0,0.66,1320,2.45
230003,5,Not Available,Not Available,Not Available,1147,0.31,0,0.72,209,3.47
230197,378,106.63,82.72,130.54,17817,0.29,0.07,0.51,4949,7.51
230072,35,106.86,57.86,155.86,3981,0.37,0.02,0.72,1134,2.43
230174,5,Not Available,Not Available,Not Available,1009,0.32,0,0.73,283,2.96
230077,240,96.77,67.39,126.15,11660,0.31,0.06,0.56,4078,7.57
230217,21,Not Available,Not Available,Not Available,2941,0.54,0.15,0.93,858,2.27
230019,410,73.54,50.1,96.98,27664,0.32,0.12,0.52,7420,7.83
230013,24,Not Available,Not Available,Not Available,1845,0.38,0,0.77,342,2.97
230021,163,78.3,45.41,111.19,13110,0.31,0.06,0.56,4016,2.15
23012F,,,,,,,,,,
230104,206,131.69,99.1,164.28,12973,0.15,0,0.4,4639,2.75
230259,20,Not Available,Not Available,Not Available,2341,0.28,0,0.67,995,2.16
230070,290,119.3,93.15,145.45,22376,0.19,0,0.39,6541,5.1
230101,14,Not Available,Not Available,Not Available,2130,0.3,0,0.71,286,3.94
230096,9,Not Available,Not Available,Not Available,1524,0.29,0,0.7,281,3.32
230277,64,114.64,70.99,158.29,6966,0.32,0.03,0.61,1723,3.81
230146,164,74.07,43.26,104.88,16514,0.14,0,0.38,2952,8.8
230017,216,117.08,86.31,147.85,15653,0.33,0.09,0.57,5187,3.46
230002,122,94.56,60.14,128.98,16936,0.43,0.19,0.67,2901,3.52
230118,12,Not Available,Not Available,Not Available,1375,0.29,0,0.7,285,3.23
230297,47,140.77,95.85,185.69,2234,0.41,0.04,0.78,926,5.81
230110,22,Not Available,Not Available,Not Available,2058,0.38,0,0.77,613,2.55
